Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
1/8/2018,11:30:00,MCP,"3rd district, Silver Spring",PROVISIONAL DRIVER UNDER 18 DRIVING M/V W/PASSENGER UNDER 18,N/B COLUMBIA PIKE @ BRIGGS CHANEY RD,39.094535,-76.93541833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,INFINIITI,G37X,BLACK,Citation,21-1123(a2),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.094535, -76.9354183333333)"
1/8/2018,8:37:00,MCP,"3rd district, Silver Spring",FAILURE YIELD RIGHT OF WAY ON LEFT TURN,NB COLUMBIA PIKE / STEWART LANE,39.04641667,-76.98701833,No,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2018,TOYOTA,COROLLA LE,BLACK,Citation,21-402(a),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0464166666667, -76.9870183333333)"
1/8/2018,12:21:00,MCP,"2nd district, Bethesda","DRIVER WRITING,SENDING,READING A TEXT,ELECTRONIC SG. WHILE OPER. VEH. IN TRAVEL PORTION OF HWY",ROCKVILLE PIKE AT GROSVENOR LA,39.02169,-77.10301167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYOTA,4RUNNER,BLACK,Citation,21-1124.1(b),Transportation Article,No,BLACK,M,CROFTON,MD,MD,A - Marked Patrol,"(39.02169, -77.1030116666667)"
1/8/2018,10:17:00,MCP,"2nd district, Bethesda",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,OLD GEORGETOWN RD @ DEMOCRACY BLVD,39.02319833,-77.13136,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,ODYSSEY,SILVER,Citation,16-112(c),Transportation Article,No,WHITE,F,KENSINGTON,MD,MD,A - Marked Patrol,"(39.0231983333333, -77.13136)"
1/8/2018,10:17:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,OLD GEORGETOWN RD @ DEMOCRACY BLVD,39.02319833,-77.13136,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,ODYSSEY,SILVER,Citation,13-401(h),Transportation Article,No,WHITE,F,KENSINGTON,MD,MD,A - Marked Patrol,"(39.0231983333333, -77.13136)"
1/8/2018,10:17:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,OLD GEORGETOWN RD @ DEMOCRACY BLVD,39.02319833,-77.13136,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,ODYSSEY,SILVER,Citation,13-411(f),Transportation Article,No,WHITE,F,KENSINGTON,MD,MD,A - Marked Patrol,"(39.0231983333333, -77.13136)"
1/8/2018,13:20:00,MCP,"4th district, Wheaton",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,VEIRS MILL ROAD / ROBINDALE DR,39.06297,-77.09489,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2011,CHEV,HHR,BLUE,Citation,21-401,Transportation Article,No,BLACK,F,BALTIMORE,MD,MD,A - Marked Patrol,"(39.06297, -77.09489)"
1/8/2018,4:40:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,NB 29 / INDUSTRIAL PKWY,39.05425957,-76.9741416,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEV,IMPALA,WHITE,Citation,21-902(a1i),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.0542595695559, -76.9741415977478)"
1/8/2018,4:40:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL PER SE,NB 29 / INDUSTRIAL PKWY,39.05425957,-76.9741416,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEV,IMPALA,WHITE,Citation,21-902(a1ii),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.0542595695559, -76.9741415977478)"
1/8/2018,4:40:00,MCP,"3rd district, Silver Spring",DRIVING VEH. WHILE IMPAIRED BY ALCOHOL,NB 29 / INDUSTRIAL PKWY,39.05425957,-76.9741416,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEV,IMPALA,WHITE,Citation,21-902(b1i),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.0542595695559, -76.9741415977478)"
1/8/2018,4:40:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",NB 29 / INDUSTRIAL PKWY,39.05425957,-76.9741416,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEV,IMPALA,WHITE,Citation,21-901.1(b),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.0542595695559, -76.9741415977478)"
1/8/2018,4:40:00,MCP,"3rd district, Silver Spring",DRIVER CHANGING LANES WHEN UNSAFE,NB 29 / INDUSTRIAL PKWY,39.05425957,-76.9741416,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEV,IMPALA,WHITE,Citation,21-309(b),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.0542595695559, -76.9741415977478)"
1/8/2018,4:40:00,MCP,"3rd district, Silver Spring","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",NB 29 / INDUSTRIAL PKWY,39.05425957,-76.9741416,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEV,IMPALA,WHITE,Citation,22-201.1,Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.0542595695559, -76.9741415977478)"
1/8/2018,4:40:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,NB 29 / INDUSTRIAL PKWY,39.05425957,-76.9741416,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEV,IMPALA,WHITE,Citation,22-226(a),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.0542595695559, -76.9741415977478)"
1/8/2018,18:58:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,EAST VILLAGE AVE/ BIG SPRING DR,39.18908,-77.15867,No,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2017,NISSAN,ALTIMA,GRAY,Citation,21-801(b),Transportation Article,Yes,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.18908, -77.15867)"
1/8/2018,18:58:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,EAST VILLAGE AVE/ BIG SPRING DR,39.18908,-77.15867,No,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2017,NISSAN,ALTIMA,GRAY,Citation,21-402(a),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.18908, -77.15867)"
1/8/2018,6:40:00,MCP,"5th district, Germantown",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,RT. 355 @ SCENERY DRIVE,39.17561333,-77.23809,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2014,CHRY,4S,RED,Citation,21-402(a),Transportation Article,Yes,BLACK,M,SMITHSBURG,MD,MD,A - Marked Patrol,"(39.1756133333333, -77.23809)"
1/8/2018,6:40:00,MCP,"5th district, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",RT. 355 @ SCENERY DRIVE,39.17561333,-77.23809,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2014,CHRY,4S,RED,Citation,21-901.1(b),Transportation Article,Yes,BLACK,M,SMITHSBURG,MD,MD,A - Marked Patrol,"(39.1756133333333, -77.23809)"
1/8/2018,5:48:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,WOODFIELD RD AND RT 108,39.28412167,-77.20197,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2011,KIA,SOUL,GRAY,Citation,21-202(h1),Transportation Article,No,WHITE,M,MOUNT AIRY,MD,MD,A - Marked Patrol,"(39.2841216666667, -77.20197)"
1/8/2018,7:05:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,IS 495 AND IS 270,39.00676167,-77.15345333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HONDA,CIVIC,BLACK,Citation,21-201(a1),Transportation Article,No,BLACK,M,FT WASHINGTON,MD,MD,A - Marked Patrol,"(39.0067616666667, -77.1534533333333)"
1/8/2018,11:32:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD AND BATTERY LN,38.98847,-77.10033667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,VOLVO,XC60,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(38.98847, -77.1003366666667)"
1/8/2018,11:42:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD AND BATTERY LN,38.98824833,-77.10031833,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2015,CHEVY,SILVERADO,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,M,BOWIE,MD,MD,Q - Marked Laser,"(38.9882483333333, -77.1003183333333)"
1/8/2018,11:53:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD AND BATTERY LN,38.98824833,-77.10031833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,HONDA,CRV,BLUE,Citation,21-801.1,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,Q - Marked Laser,"(38.9882483333333, -77.1003183333333)"
1/8/2018,9:14:00,MCP,"2nd district, Bethesda",DRIVER CHANGING LANES WHEN UNSAFE,OLD GEORGETOWN RD @ NIH,39.00017,-77.11009167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,CHEVY,COBALT,"BLUE, DARK",Citation,21-309(b),Transportation Article,No,WHITE,M,FREDERICK,MD,MD,B - Unmarked Patrol,"(39.00017, -77.1100916666667)"
1/8/2018,7:14:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE,WISCONSIN AVE @ DAVIDSON DR,38.97546333,-77.090025,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2013,ACURA,TL,GRAY,Citation,21-801.1,Transportation Article,No,HISPANIC,M,CAPITOL HEIGHTS,MD,DC,Q - Marked Laser,"(38.9754633333333, -77.090025)"
1/8/2018,11:25:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD @ DEL RAY AVE,38.98821167,-77.10020333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,LEXUS,RX450,GRAY,Citation,21-801.1,Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,Q - Marked Laser,"(38.9882116666667, -77.1002033333333)"
1/8/2018,11:38:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD @ DEL RAY AVE,38.98821167,-77.10020333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,VOLV,S80,BLUE,Citation,21-801.1,Transportation Article,No,WHITE,M,CHEVY CHASE,MD,MD,Q - Marked Laser,"(38.9882116666667, -77.1002033333333)"
1/8/2018,11:45:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD @ DEL RAY AVE,38.98821167,-77.10020333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2005,CHEV,TAHOE,WHITE,Citation,21-801.1,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(38.9882116666667, -77.1002033333333)"
1/8/2018,12:04:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD @ DEL RAY AVE,38.98821167,-77.10020333,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2003,MAZD,PROTEGE,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,Q - Marked Laser,"(38.9882116666667, -77.1002033333333)"
1/8/2018,12:15:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD @ DEL RAY AVE,38.98821167,-77.10020333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,MERZ,4S,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,F,BETHESDA,MD,MD,Q - Marked Laser,"(38.9882116666667, -77.1002033333333)"
1/8/2018,12:27:00,MCP,"2nd district, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD @ DEL RAY AVE,38.98821167,-77.10020333,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2011,HOND,PILOT,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,M,KENSINGTON,MD,MD,Q - Marked Laser,"(38.9882116666667, -77.1002033333333)"
1/8/2018,12:37:00,MCP,"2nd district, Bethesda",FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,OLD GEORGETOWN RD @ BATTERY LN,38.991685,-77.10264,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HYUNDAI,SONATA,SILVER,Citation,22-412.2(d),Transportation Article,No,HISPANIC,F,KENSINGTON,MD,MD,A - Marked Patrol,"(38.991685, -77.10264)"
1/8/2018,10:02:00,MCP,"1st district, Rockville",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 40 MPH ZONE,NB RT355 @ TALBOTT ST,39.074215,-77.13529667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,CHEV,2DR,RED,Citation,21-801.1,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,DC,Q - Marked Laser,"(39.074215, -77.1352966666667)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,GOOD HOPE / CAPE MAY,38.99766333,-77.10969667,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-902(a1i),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9976633333333, -77.1096966666667)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton",DRIVING VEH. WHILE IMPAIRED BY ALCOHOL,GOOD HOPE / CAPE MAY,38.99766333,-77.10969667,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-902(b1i),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9976633333333, -77.1096966666667)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",GOOD HOPE / CAPE MAY,38.99766333,-77.10969667,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-901.1(b),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9976633333333, -77.1096966666667)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,GOOD HOPE / CAPE MAY,38.99766333,-77.10969667,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-301(a),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9976633333333, -77.1096966666667)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,GOOD HOPE / CAPE MAY,38.99766333,-77.10969667,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-801(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9976633333333, -77.1096966666667)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,GOOD HOPE / CAPE MAY,38.99766333,-77.10969667,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-901.1(a),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9976633333333, -77.1096966666667)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 30,GOOD HOPE / CAPE MAY,38.99766333,-77.10969667,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-801(a),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9976633333333, -77.1096966666667)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",GOOD HOPE / CAPE MAY,39.00149667,-77.10975333,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-901.1(b),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0014966666667, -77.1097533333333)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,GOOD HOPE / CAPE MAY,39.00149667,-77.10975333,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-901.1(a),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0014966666667, -77.1097533333333)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,GOOD HOPE / CAPE MAY,39.00149667,-77.10975333,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-902(a1i),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0014966666667, -77.1097533333333)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton",DRIVING VEH. WHILE IMPAIRED BY ALCOHOL,GOOD HOPE / CAPE MAY,39.00149667,-77.10975333,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-902(b1i),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0014966666667, -77.1097533333333)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,GOOD HOPE / CAPE MAY,39.00149667,-77.10975333,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-301(a),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0014966666667, -77.1097533333333)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 30,GOOD HOPE / CAPE MAY,39.00149667,-77.10975333,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-801(a),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0014966666667, -77.1097533333333)"
1/8/2018,2:28:00,MCP,"4th district, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,GOOD HOPE / CAPE MAY,39.00149667,-77.10975333,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,TOYOTA,4RUNNER,GREEN,Citation,21-801(b),Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0014966666667, -77.1097533333333)"
1/8/2018,8:14:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LEXINGTON ST/PERRY AVE,39.03283667,-77.07245333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HONDA,CIVIC,"GREEN, DK",Citation,21-201(a1),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0328366666667, -77.0724533333333)"
1/8/2018,8:14:00,MCP,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,LEXINGTON ST/PERRY AVE,39.03283667,-77.07245333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HONDA,CIVIC,"GREEN, DK",Citation,16-303(c),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0328366666667, -77.0724533333333)"
1/8/2018,8:14:00,MCP,"2nd district, Bethesda","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",LEXINGTON ST/PERRY AVE,39.03283667,-77.07245333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HONDA,CIVIC,"GREEN, DK",Citation,16-303(h),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0328366666667, -77.0724533333333)"
1/8/2018,8:14:00,MCP,"2nd district, Bethesda",POSSESSING SUSPENDED LIC.,LEXINGTON ST/PERRY AVE,39.03283667,-77.07245333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HONDA,CIVIC,"GREEN, DK",Citation,16-301(j),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0328366666667, -77.0724533333333)"
1/8/2018,8:14:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT,LEXINGTON ST/PERRY AVE,39.03283667,-77.07245333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HONDA,CIVIC,"GREEN, DK",Citation,16-113(h),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0328366666667, -77.0724533333333)"
1/8/2018,12:23:00,MCP,"5th district, Germantown",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 64 MPH IN A POSTED 55 MPH ZONE,RT 270 SB AT SHADY GROVE RD,39.1087835,-77.18590867,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2017,TOYT,CAMRY,GRAY,Citation,21-801.1,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,B - Unmarked Patrol,"(39.1087835, -77.1859086666667)"
1/8/2018,13:36:00,MCP,"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,W MONTGOMERY AV AT E JEFFERSON,39.0842505,-77.159004,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2017,FORD,TK,WHITE,Citation,21-201(a1),Transportation Article,No,WHITE,M,TUSCARORA,MD,MD,B - Unmarked Patrol,"(39.0842505, -77.159004)"
1/8/2018,10:26:00,MCP,"4th district, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,NEW HAMPSHIRE AVE/WOLF DR,39.07365167,-77.00348,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,MERCEDES,ML320,WHITE,Citation,21-1124.2(d2),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.0736516666667, -77.00348)"
1/8/2018,10:26:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NEW HAMPSHIRE AVE/WOLF DR,39.07365167,-77.00348,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,MERCEDES,ML320,WHITE,Citation,16-303(c),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.0736516666667, -77.00348)"
1/8/2018,10:26:00,MCP,"4th district, Wheaton","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",NEW HAMPSHIRE AVE/WOLF DR,39.07365167,-77.00348,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,MERCEDES,ML320,WHITE,Citation,16-303(h),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.0736516666667, -77.00348)"
1/8/2018,10:25:00,MCP,"4th district, Wheaton",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,SB  GEORGIA AVENUE/ LINDELL STREET,39.05404167,-77.05091667,No,No,Yes,No,No,No,No,No,No,No,VA,01 - Motorcycle,2010,MAZDA,3,GRAY,Citation,21-801(b),Transportation Article,Yes,WHITE,M,RESTON,VA,VA,A - Marked Patrol,"(39.0540416666667, -77.0509166666667)"
